;loss;val_loss
0;0.013876495882868767;0.013291601091623306
1;0.007324662525206804;0.010743989609181881
2;0.006837809924036264;0.008082781918346882
3;0.006634451448917389;0.0063251652754843235
4;0.006525061093270779;0.006109943147748709
5;0.00646247761324048;0.006317253690212965
6;0.0063561745919287205;0.006150517612695694
7;0.00632872898131609;0.006223069969564676
8;0.006264761555939913;0.006028796546161175
9;0.006221623159945011;0.006146890576928854
10;0.006177810486406088;0.005927191115915775
11;0.006133695133030415;0.006048618350178003
12;0.0061451164074242115;0.005918114446103573
13;0.006081217899918556;0.005845441948622465
14;0.0061005172319710255;0.006338431965559721
15;0.006080911494791508;0.006044083274900913
16;0.006029374897480011;0.006019244901835918
17;0.006017686799168587;0.0059763421304523945
18;0.0060074469074606895;0.006090562790632248
19;0.006033085286617279;0.0058922856114804745
20;0.005999058485031128;0.005797946359962225
21;0.005921547766774893;0.005742470268160105
22;0.005938325077295303;0.005760508589446545
23;0.005935526452958584;0.005751555319875479
24;0.00592193054035306;0.005732315126806498
25;0.005887024104595184;0.005687635391950607
26;0.005874591413885355;0.005729342345148325
27;0.005856744945049286;0.005873300600796938
28;0.005870953667908907;0.005702804308384657
29;0.005826597101986408;0.005781257059425116
30;0.005830258596688509;0.005788134876638651
31;0.0058137658052146435;0.005631208885461092
32;0.0058228508569300175;0.0058196717873215675
33;0.005813221912831068;0.0056629907339811325
34;0.0057943472638726234;0.005810649134218693
35;0.005786053370684385;0.005771298427134752
36;0.005758701823651791;0.005959055852144957
37;0.00575276231393218;0.005632508080452681
38;0.005754783749580383;0.005889523774385452
39;0.005731387995183468;0.005569886416196823
40;0.005739910993725061;0.0056287324987351894
41;0.00570806534960866;0.005533019546419382
42;0.005697059910744429;0.005846613552421331
43;0.005657922942191362;0.00579032814130187
44;0.005664939992129803;0.005576448515057564
45;0.0056845503859221935;0.005650823935866356
46;0.005641827825456858;0.005565099883824587
47;0.005630403757095337;0.00568993529304862
48;0.005607075057923794;0.005493395961821079
49;0.005616503767669201;0.00566961569711566
50;0.005593581590801477;0.005426651332527399
51;0.005604302044957876;0.005700547713786364
52;0.005591774359345436;0.0056083626113832
53;0.005575991235673428;0.005467264447361231
54;0.005567741114646196;0.005502105224877596
55;0.005564374383538961;0.00546372402459383
56;0.005571611225605011;0.005561469588428736
57;0.0055345878936350346;0.005550353322178125
58;0.00553203234449029;0.00541607104241848
59;0.005504006985574961;0.005475800950080156
60;0.005510767921805382;0.00573489535599947
61;0.0054837604984641075;0.005449390970170498
62;0.005484576337039471;0.005470247007906437
63;0.005483095999807119;0.005564181134104729
64;0.0054664271883666515;0.005487297661602497
65;0.0054780845530331135;0.005428879521787167
66;0.005455177277326584;0.005295200739055872
67;0.005437720566987991;0.00532290805131197
68;0.005446841008961201;0.005408839322626591
69;0.005433169659227133;0.0054638804867863655
70;0.0054513379000127316;0.005570427048951387
71;0.005415135063230991;0.00537936482578516
72;0.005418680142611265;0.005288160406053066
73;0.00539559219032526;0.0053705754689872265
74;0.005404902156442404;0.005470608826726675
75;0.005392749793827534;0.005317986011505127
76;0.0054033417254686356;0.0053984858095645905
77;0.005385539494454861;0.005323525983840227
78;0.005397854372859001;0.005320962518453598
79;0.0053694345988333225;0.005499796476215124
80;0.005351932253688574;0.005318713374435902
81;0.005372414365410805;0.005351071245968342
82;0.0053477040491998196;0.005329197738319635
83;0.005325432866811752;0.005305896513164043
84;0.005327051039785147;0.0052331238985061646
85;0.005327611230313778;0.005418900400400162
86;0.005331686697900295;0.0052552539855241776
87;0.005319913849234581;0.00522637739777565
88;0.005312534049153328;0.005343736615031958
89;0.005300502292811871;0.005503597669303417
90;0.005309691186994314;0.0053912680596113205
91;0.005304567515850067;0.005251129157841206
92;0.00526156323030591;0.005304744467139244
93;0.005273648537695408;0.005316497292369604
94;0.005267886444926262;0.005255717784166336
95;0.0052727642469108105;0.005215762183070183
96;0.0052772024646401405;0.005250352434813976
97;0.0052802967838943005;0.005192629527300596
98;0.0052500818856060505;0.0053752269595861435
99;0.005262836813926697;0.0052286479622125626
100;0.005235439632087946;0.005284013692289591
101;0.005241256672888994;0.005219739396125078
102;0.005225362256169319;0.005190701223909855
103;0.005228923633694649;0.00517332972958684
104;0.005211192648857832;0.005249713081866503
105;0.005240107886493206;0.005283901002258062
106;0.005212421528995037;0.005178570281714201
107;0.005211386363953352;0.005198309198021889
108;0.005209906026721001;0.005182710941880941
109;0.00520536582916975;0.005368783138692379
110;0.005207484588027;0.005200318526476622
111;0.005190565716475248;0.005168380681425333
112;0.005190048832446337;0.005286189261823893
113;0.005178736988455057;0.0051651508547365665
114;0.005180932581424713;0.005467116832733154
115;0.005175274331122637;0.00518771493807435
116;0.005186630878597498;0.005203321110457182
117;0.0051539503037929535;0.005152109544724226
118;0.005167694762349129;0.00516567612066865
119;0.005143977701663971;0.005094545427709818
120;0.005161776673048735;0.005388733930885792
121;0.005131886340677738;0.005187535658478737
122;0.005146370735019445;0.005289081949740648
123;0.005164400674402714;0.005194724537432194
124;0.0051433369517326355;0.005193723831325769
125;0.005149152595549822;0.005328435450792313
126;0.00513677392154932;0.005098683759570122
127;0.005116424988955259;0.005109999794512987
128;0.005124574061483145;0.0052206022664904594
129;0.005144028924405575;0.00521476985886693
130;0.005105859600007534;0.005393901374191046
131;0.005118534434586763;0.005178854335099459
132;0.00510810874402523;0.005076129455119371
133;0.00511349830776453;0.005207665730267763
134;0.005111550446599722;0.005272428970783949
135;0.005106590688228607;0.005109325051307678
136;0.005083519034087658;0.005155991297215223
137;0.00510536041110754;0.005130812060087919
138;0.005089817568659782;0.0051829395815730095
139;0.005084805190563202;0.00509939668700099
140;0.0050908466801047325;0.005324637051671743
141;0.005075953900814056;0.005179071333259344
142;0.005080485716462135;0.0051384675316512585
143;0.005069188307970762;0.005070894490927458
144;0.005077681504189968;0.005091541446745396
145;0.0050800880417227745;0.00512060197070241
146;0.005064619705080986;0.005189511459320784
147;0.005086089484393597;0.005113555584102869
148;0.00506371445953846;0.005247537046670914
149;0.005055748857557774;0.005326022859662771
150;0.005060526076704264;0.005218676291406155
151;0.005050511099398136;0.005124913062900305
152;0.005054403096437454;0.005217444151639938
153;0.005042254459112883;0.005133927799761295
154;0.005046955309808254;0.005040856543928385
155;0.0050435373559594154;0.005051357671618462
156;0.005059871822595596;0.005082946270704269
157;0.0050509232096374035;0.005174537189304829
158;0.0050491089932620525;0.005249302368611097
159;0.0050224000588059425;0.005137670319527388
160;0.005037292372435331;0.005117547698318958
161;0.005024851765483618;0.005211853887885809
162;0.005037784576416016;0.005159561522305012
163;0.005045927595347166;0.0051500191912055016
164;0.005034356378018856;0.005063745193183422
165;0.005038797855377197;0.005336361937224865
166;0.005020663142204285;0.005045535508543253
167;0.005036701913923025;0.005157764069736004
168;0.005060725379735231;0.005145740229636431
169;0.00501155573874712;0.005265981424599886
170;0.005014720372855663;0.00510543305426836
171;0.005014344584196806;0.00519527168944478
172;0.004997999873012304;0.0051153115928173065
173;0.0049913846887648106;0.00507478229701519
174;0.004997156094759703;0.0051877121441066265
175;0.004999150987714529;0.005153332836925983
176;0.005007125437259674;0.005147398915141821
177;0.004983389284461737;0.0051702032797038555
178;0.0050019253976643085;0.005203488282859325
179;0.004985298495739698;0.005175115540623665
180;0.0050046625547111034;0.005112459883093834
181;0.004997896030545235;0.00507348170503974
182;0.004996837116777897;0.005070076324045658
183;0.004990929737687111;0.005140132736414671
184;0.004985813982784748;0.005150455515831709
185;0.004975149407982826;0.005026672966778278
186;0.004966130945831537;0.005058721639215946
187;0.004976483527570963;0.005275544710457325
188;0.004984345752745867;0.005092020612210035
189;0.0049690804444253445;0.005111461505293846
190;0.004973888862878084;0.005046884994953871
191;0.004977197851985693;0.005051436834037304
192;0.004954460076987743;0.0050112162716686726
193;0.004969227593392134;0.005124944262206554
194;0.0049661556258797646;0.005130463745445013
195;0.004939342848956585;0.005112212151288986
196;0.004959692247211933;0.005448891315609217
197;0.004952646791934967;0.005054911598563194
198;0.004953671246767044;0.005298269912600517
199;0.0049432613886892796;0.005292830523103476
200;0.004948935471475124;0.005174871068447828
